UserID,CourseID,Amount,CourseCategory,CourseLevel,CourseRating,DiversityScore,EnrollmentFrequency,LearningDepth,Cluster
U00460,2,415.51,0,1,3.38,2,2,1.5,2
U00461,2,490.9,0,1,4.640000000000001,2,2,1.5,2
U00462,2,326.02,1,0,3.74,2,2,2.5,0
U00463,1,0.0,10,2,3.45,1,1,2.0,1
U00464,12,1024.06,4,1,2.8266666666666667,7,12,1.8333333333333333,3
U00465,1,0.78,7,0,3.89,1,1,3.0,0
U00466,2,212.39,5,0,3.9349999999999996,2,2,2.5,0
U00467,1,0.0,2,0,2.38,1,1,3.0,0
U00468,1,0.0,2,1,4.94,1,1,1.0,2
U00469,2,0.0,7,0,1.9,2,2,2.0,0
U00470,1,89.59,0,2,2.68,1,1,2.0,2
U00471,1,0.0,5,1,4.44,1,1,1.0,1
U00472,1,0.0,10,1,4.68,1,1,1.0,1
U00473,3,342.61,7,1,3.0966666666666662,3,3,1.3333333333333333,1
U00474,1,57.32,11,0,4.74,1,1,3.0,0
U00475,3,604.36,3,0,2.4166666666666665,3,3,2.0,0
U00476,2,276.37,4,0,2.1550000000000002,2,2,3.0,0
U00477,1,37.89,11,0,1.3,1,1,3.0,0
U00478,2,57.32,7,0,3.2350000000000003,2,2,2.5,0
U00479,2,0.0,2,0,2.8499999999999996,2,2,2.0,0
U00480,1,0.0,5,2,4.66,1,1,2.0,1
U00481,1,326.02,1,2,2.69,1,1,2.0,2
U00482,1,0.0,5,2,4.66,1,1,2.0,1
U00483,1,487.92,1,0,3.64,1,1,3.0,0
U00484,2,0.0,3,2,2.725,2,2,2.0,2
U00485,1,0.0,10,1,4.68,1,1,1.0,1
U00486,2,0.0,7,2,4.09,2,2,2.0,1
U00487,2,0.0,3,1,3.335,1,2,1.5,2
U00488,2,119.04,4,0,2.6799999999999997,2,2,2.5,0
U00489,3,448.12,2,1,1.6500000000000001,3,3,1.3333333333333333,2
U00490,1,0.0,1,0,3.15,1,1,3.0,0
U00491,1,394.26,2,2,1.35,1,1,2.0,2
U00492,1,177.34,5,0,3.89,1,1,3.0,0
U00493,1,0.0,10,2,3.45,1,1,2.0,1
U00494,13,1007.0,0,0,3.180769230769231,10,13,2.1538461538461537,3
U00495,2,285.05,1,1,3.235,2,2,1.0,2
U00496,1,0.0,2,0,2.38,1,1,3.0,0
U00497,3,0.0,11,1,3.0533333333333332,2,3,1.0,1
U00498,3,0.0,5,2,4.073333333333333,3,3,2.0,1
U00499,1,415.51,0,2,3.11,1,1,2.0,2
U00500,2,590.71,0,1,3.02,2,2,1.5,2
U00501,1,0.0,2,2,3.93,1,1,2.0,2
U00502,2,0.78,7,0,3.87,2,2,2.0,0
U00503,2,0.0,4,1,4.475,2,2,1.0,1
U00504,2,0.0,2,1,3.625,2,2,1.5,2
U00505,1,0.0,6,2,4.1,1,1,2.0,1
U00506,1,0.0,3,2,3.6,1,1,2.0,2
U00507,2,177.34,3,0,3.455,2,2,2.5,0
U00508,1,0.0,5,1,4.44,1,1,1.0,1
U00509,1,0.0,6,1,4.14,1,1,1.0,1
U00510,1,0.0,1,0,2.0,1,1,3.0,0
U00511,1,0.0,8,0,2.98,1,1,3.0,0
U00512,2,326.02,1,0,2.14,2,2,2.5,0
U00513,1,0.0,5,1,4.44,1,1,1.0,1
U00514,3,589.96,9,1,3.3966666666666665,2,3,1.6666666666666667,1
U00515,2,0.0,1,0,3.085,2,2,2.5,0
U00516,1,177.34,5,0,3.89,1,1,3.0,0
U00517,1,0.0,3,2,3.6,1,1,2.0,2
U00518,1,415.51,0,2,3.11,1,1,2.0,2
U00519,1,0.0,3,2,3.6,1,1,2.0,2
U00520,1,0.0,3,2,3.6,1,1,2.0,2
U00521,1,0.0,7,0,1.81,1,1,3.0,0
U00522,1,0.0,10,1,4.68,1,1,1.0,1
U00523,1,342.61,10,2,4.84,1,1,2.0,1
U00524,2,119.04,6,1,3.445,1,2,1.5,1
U00525,1,0.0,5,2,4.66,1,1,2.0,1
U00526,1,0.0,0,1,3.64,1,1,1.0,2
U00527,2,0.0,5,0,3.8200000000000003,2,2,2.5,0
U00528,1,0.0,9,1,1.28,1,1,1.0,1
U00529,2,0.0,8,0,2.105,2,2,2.0,0
U00530,1,53.86,6,1,2.47,1,1,1.0,1
U00531,2,394.26,2,1,2.8950000000000005,2,2,1.5,2
U00532,1,472.28,9,1,4.74,1,1,1.0,1
U00533,2,0.0,4,0,3.665,2,2,2.5,0
U00534,4,177.34,5,0,2.83,4,4,2.0,0
U00535,2,415.51,0,2,3.52,2,2,2.0,2
U00536,1,0.0,10,2,3.45,1,1,2.0,1
U00537,2,346.71,8,0,3.01,2,2,3.0,0
U00538,1,0.0,1,0,3.15,1,1,3.0,0
U00539,1,299.57,3,1,3.74,1,1,1.0,2
U00540,1,53.86,6,1,2.47,1,1,1.0,1
U00541,3,330.07,3,0,3.39,3,3,3.0,0
U00542,1,0.0,1,0,3.15,1,1,3.0,0
U00543,13,1371.22,0,2,2.9076923076923076,10,13,1.7692307692307692,3
U00544,1,0.0,9,1,3.85,1,1,1.0,1
U00545,1,0.0,0,1,3.64,1,1,1.0,2
U00546,1,0.0,6,2,4.1,1,1,2.0,1
U00547,1,177.34,5,0,3.89,1,1,3.0,0
U00548,14,1922.05,1,0,2.8528571428571428,9,14,2.2142857142857144,3
U00549,1,53.86,6,1,2.47,1,1,1.0,1
U00550,2,0.0,4,0,2.6399999999999997,2,2,3.0,0
U00551,4,234.66,3,0,4.105,4,4,2.0,0
U00552,2,0.0,7,1,2.005,2,2,1.0,1
U00553,2,0.0,1,0,3.225,2,2,3.0,0
U00554,1,285.05,1,1,1.96,1,1,1.0,2
U00555,1,415.51,0,2,3.11,1,1,2.0,2
U00556,14,1315.72,4,1,3.281428571428571,9,14,1.8571428571428572,3
U00557,2,0.78,7,0,4.34,2,2,3.0,0
U00558,1,0.0,6,1,4.14,1,1,1.0,1
U00559,11,719.21,0,1,2.5172727272727276,9,11,1.8181818181818181,3
U00560,2,790.47,0,1,4.145,2,2,1.0,2
U00561,1,0.0,10,1,4.68,1,1,1.0,1
U00562,15,1598.45,6,0,2.4859999999999998,10,15,2.066666666666667,3
U00563,2,0.0,1,0,3.22,2,2,2.0,0
U00564,1,53.86,6,1,2.47,1,1,1.0,1
U00565,2,248.1,0,1,1.67,2,2,1.0,2
U00566,2,0.78,5,0,4.275,2,2,2.5,0
U00567,1,285.05,1,1,1.96,1,1,1.0,2
U00568,1,0.0,1,0,3.15,1,1,3.0,0
U00569,14,1063.45,10,0,3.0749999999999997,7,14,2.2857142857142856,3
U00570,14,777.67,0,1,3.4992857142857146,9,14,1.7857142857142858,3
U00571,2,0.0,4,1,4.324999999999999,2,2,1.0,1
U00572,13,567.28,2,0,3.1284615384615386,9,13,2.076923076923077,3
U00573,11,1047.29,2,2,3.0790909090909087,8,11,2.0,3
U00574,14,779.6099999999999,0,0,2.6185714285714288,9,14,2.4285714285714284,3
U00575,1,0.0,6,2,4.1,1,1,2.0,1
U00576,13,1001.74,5,0,3.3969230769230774,9,13,2.230769230769231,3
U00577,1,342.61,10,2,4.84,1,1,2.0,1
U00578,1,0.0,5,2,4.66,1,1,2.0,1
U00579,1,0.0,9,1,3.85,1,1,1.0,1
U00580,3,0.0,2,1,2.75,3,3,1.3333333333333333,2
U00581,2,89.59,0,0,2.675,2,2,2.5,0
U00582,1,0.0,9,1,2.88,1,1,1.0,1
U00583,1,0.0,2,0,2.38,1,1,3.0,0
U00584,14,2559.85,6,2,2.7164285714285716,8,14,2.2142857142857144,3
U00585,2,0.0,7,1,2.2249999999999996,2,2,1.0,1
U00586,1,299.57,3,1,3.74,1,1,1.0,2
U00587,2,346.71,9,0,2.54,2,2,2.0,0
U00588,1,57.32,11,0,4.74,1,1,3.0,0
U00589,1,0.0,4,0,1.52,1,1,3.0,0
U00590,1,0.0,1,0,3.15,1,1,3.0,0
U00591,2,0.0,3,1,2.87,2,2,1.5,2
U00592,14,963.18,0,1,3.4057142857142857,8,14,1.7142857142857142,3
U00593,2,89.59,0,0,2.3449999999999998,2,2,2.5,0
U00594,1,0.0,9,1,3.85,1,1,1.0,1
U00595,14,1075.46,4,1,2.6028571428571428,9,14,1.9285714285714286,3
U00596,2,177.34,5,0,3.605,2,2,2.0,0
U00597,1,248.1,0,1,1.2,1,1,1.0,2
U00598,1,415.51,0,2,3.11,1,1,2.0,2
U00599,1,0.0,7,2,1.73,1,1,2.0,1
U00600,1,0.0,5,1,2.14,1,1,1.0,1
U00601,1,0.0,11,0,2.67,1,1,3.0,0
U00602,3,0.0,5,1,3.85,3,3,1.3333333333333333,1
U00603,2,0.78,6,0,3.995,2,2,2.5,0
U00604,14,662.4399999999999,7,0,2.843571428571429,9,14,2.0,3
U00605,3,117.68,0,0,3.643333333333333,3,3,2.0,0
U00606,2,0.0,1,0,3.255,2,2,2.0,0
U00607,2,285.99,0,0,1.25,2,2,2.0,0
U00608,1,0.0,9,2,2.43,1,1,2.0,1
U00609,4,327.99,1,0,2.8275,4,4,2.0,0
U00610,1,0.0,8,0,4.79,1,1,3.0,0
U00611,2,415.51,0,2,3.065,2,2,2.0,2
U00612,1,57.32,11,0,4.74,1,1,3.0,0
U00613,2,490.9,0,1,2.915,2,2,1.0,2
U00614,1,0.0,5,1,4.44,1,1,1.0,1
U00615,1,0.0,1,0,3.15,1,1,3.0,0
U00616,2,0.0,2,1,3.035,2,2,1.5,2
U00617,1,0.0,3,2,3.02,1,1,2.0,2
U00618,1,0.0,5,1,2.14,1,1,1.0,1
U00619,12,636.6500000000001,2,2,3.4450000000000003,9,12,2.1666666666666665,3
U00620,1,0.0,6,0,1.59,1,1,3.0,0
U00621,2,0.0,9,0,1.975,2,2,2.0,0
U00622,13,524.05,3,0,3.5276923076923077,8,13,2.230769230769231,3
U00623,2,119.04,5,2,3.705,2,2,2.0,1
U00624,2,0.0,4,1,3.915,2,2,1.0,1
U00625,4,394.26,2,2,3.1950000000000003,3,4,2.25,2
U00626,1,177.34,5,0,3.89,1,1,3.0,0
U00627,4,487.92,7,1,1.945,3,4,1.75,1
U00628,2,472.28,9,1,4.03,2,2,1.0,1
U00629,1,0.0,4,0,2.61,1,1,3.0,0
U00630,3,296.38,6,0,3.5933333333333333,2,3,2.0,0
U00631,2,0.0,2,0,4.19,2,2,2.5,0
U00632,1,0.0,7,0,1.81,1,1,3.0,0
U00633,14,1177.45,1,0,2.855,9,14,2.357142857142857,3
U00634,3,276.37,4,0,3.44,2,3,3.0,0
U00635,1,0.0,7,2,4.73,1,1,2.0,1
U00636,13,1701.73,1,1,3.174615384615385,10,13,1.9230769230769231,3
U00637,2,529.6,9,0,4.74,2,2,2.0,1
U00638,2,57.32,11,0,3.705,1,2,3.0,0
U00639,14,1010.86,2,0,3.0192857142857146,8,14,2.142857142857143,3
U00640,1,490.9,0,1,4.55,1,1,1.0,2
U00641,1,342.61,10,2,4.84,1,1,2.0,1
U00642,2,0.0,1,0,2.66,2,2,2.0,0
U00643,1,327.99,10,1,1.51,1,1,1.0,1
U00644,1,0.0,9,1,2.88,1,1,1.0,1
U00645,1,299.57,3,1,3.74,1,1,1.0,2
U00646,1,0.0,9,1,2.88,1,1,1.0,1
U00647,1,487.92,1,0,3.64,1,1,3.0,0
U00648,2,472.28,5,1,4.7,2,2,1.5,1
U00649,1,415.51,0,2,3.11,1,1,2.0,2
U00650,1,0.0,8,2,4.72,1,1,2.0,1
U00651,4,296.38,9,1,3.3425000000000002,3,4,1.75,1
U00652,2,394.26,2,1,2.335,2,2,1.5,2
U00653,1,346.71,10,0,1.23,1,1,3.0,0
U00654,2,53.86,6,1,1.875,2,2,1.0,1
U00655,1,53.86,6,1,2.47,1,1,1.0,1
U00656,1,0.0,6,1,4.14,1,1,1.0,1
U00657,1,89.59,0,2,2.68,1,1,2.0,2
U00658,1,0.0,5,2,4.66,1,1,2.0,1
U00659,2,0.0,6,1,4.41,2,2,1.0,1
U00660,2,577.51,0,0,3.16,2,2,2.5,0
U00661,4,212.39,9,2,2.87,3,4,2.0,1
U00662,1,285.05,1,1,1.96,1,1,1.0,2
U00663,1,285.05,1,1,1.96,1,1,1.0,2
U00664,1,117.68,3,0,2.57,1,1,3.0,0
U00665,1,37.89,11,0,1.3,1,1,3.0,0
U00666,12,969.72,10,0,2.910833333333333,9,12,2.25,3
U00667,2,212.39,5,0,3.065,2,2,3.0,0
U00668,2,0.0,8,0,4.32,2,2,2.0,0
U00669,1,248.1,0,1,1.2,1,1,1.0,2
U00670,2,0.0,2,1,4.52,2,2,1.5,2
U00671,1,0.0,1,0,3.15,1,1,3.0,0
U00672,1,0.0,8,2,4.11,1,1,2.0,1
U00673,2,380.5,10,0,3.07,2,2,2.5,0
U00674,1,0.0,1,0,2.0,1,1,3.0,0
U00675,1,0.0,8,0,2.01,1,1,3.0,0
U00676,2,0.0,4,0,3.1550000000000002,2,2,3.0,0
U00677,1,415.51,0,2,3.11,1,1,2.0,2
U00678,1,0.0,6,1,4.14,1,1,1.0,1
U00679,1,276.37,4,0,2.72,1,1,3.0,0
U00680,1,487.92,1,0,3.64,1,1,3.0,0
U00681,2,0.0,1,0,3.3,2,2,2.5,0
U00682,1,0.0,5,1,4.44,1,1,1.0,1
U00683,1,0.0,4,0,2.61,1,1,3.0,0
U00684,3,0.0,4,0,3.0666666666666664,2,3,2.3333333333333335,0
U00685,1,487.92,1,0,3.64,1,1,3.0,0
U00686,1,0.0,11,1,2.2,1,1,1.0,1
U00687,15,1775.49,11,1,2.806,11,15,1.9333333333333333,3
U00688,2,0.78,7,0,2.85,1,2,3.0,0
U00689,2,0.0,4,0,3.67,2,2,2.5,0
U00690,1,0.0,5,2,4.66,1,1,2.0,1
U00691,1,0.0,4,0,2.61,1,1,3.0,0
U00692,1,0.0,10,2,3.45,1,1,2.0,1
U00693,1,57.32,11,0,4.74,1,1,3.0,0
U00694,1,0.0,3,2,3.6,1,1,2.0,2
U00695,1,0.0,4,0,4.45,1,1,3.0,0
U00696,1,0.0,10,2,3.45,1,1,2.0,1
U00697,1,0.0,9,1,3.85,1,1,1.0,1
U00698,2,37.89,8,0,3.045,2,2,3.0,0
U00699,2,0.0,7,0,3.2649999999999997,2,2,2.5,0
U00700,1,117.68,3,0,2.57,1,1,3.0,0
U00701,14,1435.67,1,0,3.005,10,14,2.0714285714285716,3
U00702,3,0.0,4,0,2.5066666666666664,3,3,2.3333333333333335,0
U00703,3,469.37,0,0,2.6533333333333333,3,3,2.0,0
U00704,13,1528.24,10,1,3.506153846153846,8,13,1.9230769230769231,3
U00705,1,0.0,8,0,4.79,1,1,3.0,0
U00706,2,787.49,1,0,3.6900000000000004,2,2,2.0,0
U00707,1,0.0,4,1,4.51,1,1,1.0,1
U00708,1,0.0,8,2,4.72,1,1,2.0,1
U00709,14,1042.92,5,0,3.5092857142857143,10,14,2.0,3
U00710,1,248.1,0,1,1.2,1,1,1.0,2
U00711,2,327.99,10,1,2.415,2,2,1.0,1
U00712,2,0.0,1,0,3.05,2,2,2.5,0
U00713,1,472.28,9,1,4.74,1,1,1.0,1
U00714,3,0.0,3,1,4.273333333333333,3,3,1.3333333333333333,2
U00715,1,0.0,1,0,3.15,1,1,3.0,0
U00716,4,295.02,3,0,3.005,3,4,2.25,0
U00717,1,0.0,2,2,1.91,1,1,2.0,2
U00718,2,285.05,1,1,2.42,2,2,1.0,2
U00719,1,117.68,3,0,2.57,1,1,3.0,0
U00720,1,415.51,0,2,3.11,1,1,2.0,2
U00721,1,0.0,4,0,2.61,1,1,3.0,0
U00722,3,276.37,1,0,1.95,3,3,2.3333333333333335,0
U00723,14,1213.66,10,0,3.0942857142857143,10,14,2.0,3
U00724,15,1375.81,1,2,3.530666666666667,9,15,2.066666666666667,3
U00725,1,0.0,11,1,3.32,1,1,1.0,1
U00726,1,472.28,9,1,4.74,1,1,1.0,1
U00727,4,389.73,5,0,3.0225,3,4,3.0,0
U00728,1,0.0,8,2,4.11,1,1,2.0,1
U00729,2,0.0,8,0,3.835,2,2,2.0,0
U00730,2,487.92,1,0,3.31,2,2,3.0,0
U00731,2,285.05,1,1,2.6399999999999997,2,2,1.0,2
U00732,1,394.26,2,2,1.35,1,1,2.0,2
U00733,1,0.0,4,0,2.61,1,1,3.0,0
U00734,4,299.57,3,0,2.7875,3,4,2.25,0
U00735,2,212.39,1,0,2.575,2,2,3.0,0
U00736,1,0.0,7,2,4.73,1,1,2.0,1
U00737,2,207.27,0,0,2.625,2,2,2.5,0
U00738,3,250.27999999999997,2,0,3.1300000000000003,3,3,2.3333333333333335,0
U00739,1,0.0,6,2,4.1,1,1,2.0,1
U00740,1,327.99,10,1,1.51,1,1,1.0,1
U00741,4,461.65000000000003,6,2,4.1125,3,4,1.75,1
U00742,1,327.99,10,1,1.51,1,1,1.0,1
U00743,4,37.89,9,0,1.96,3,4,2.0,0
U00744,1,0.0,8,0,2.98,1,1,3.0,0
U00745,2,0.0,1,0,2.335,2,2,3.0,0
U00746,2,276.37,1,0,2.3600000000000003,2,2,3.0,0
U00747,1,0.0,11,1,2.2,1,1,1.0,1
U00748,2,0.0,1,0,2.335,2,2,3.0,0
U00749,1,0.0,8,2,4.72,1,1,2.0,1
U00750,1,487.92,1,0,3.64,1,1,3.0,0
U00751,1,0.0,9,1,1.28,1,1,1.0,1
U00752,13,1666.6499999999999,4,0,2.8469230769230767,9,13,2.0,3
U00753,2,0.0,8,1,3.495,2,2,1.5,1
U00754,1,490.9,0,1,4.55,1,1,1.0,2
U00755,1,0.0,2,2,1.91,1,1,2.0,2
U00756,1,0.0,6,2,4.1,1,1,2.0,1
U00757,1,53.86,6,1,2.47,1,1,1.0,1
U00758,1,0.0,1,0,2.0,1,1,3.0,0
U00759,1,0.78,7,0,3.89,1,1,3.0,0
U00760,13,1583.69,9,1,3.2353846153846155,9,13,1.5384615384615385,3
U00761,1,0.0,5,1,4.44,1,1,1.0,1
U00762,1,346.71,10,0,1.23,1,1,3.0,0
U00763,1,0.0,3,2,3.02,1,1,2.0,2
U00764,2,0.0,8,0,2.495,1,2,3.0,0
U00765,11,1188.0,3,2,2.641818181818182,7,11,2.090909090909091,3
U00766,3,0.0,8,2,4.333333333333333,2,3,2.3333333333333335,1
U00767,14,1529.52,9,0,3.0335714285714284,10,14,2.2857142857142856,3
U00768,2,0.0,4,0,3.59,2,2,2.0,0
U00769,1,0.0,4,0,4.45,1,1,3.0,0
U00770,1,0.0,7,2,4.73,1,1,2.0,1
U00771,1,285.05,1,1,1.96,1,1,1.0,2
U00772,13,342.61,2,2,3.547692307692308,9,13,2.0,3
U00773,1,119.04,6,2,2.75,1,1,2.0,1
U00774,1,0.0,2,0,2.38,1,1,3.0,0
U00775,14,1391.4,9,1,3.281428571428571,8,14,1.7142857142857142,3
U00776,1,490.9,0,1,4.55,1,1,1.0,2
U00777,4,999.88,1,0,3.6675,4,4,2.0,0
U00778,2,0.0,7,0,2.355,2,2,2.5,0
U00779,1,0.0,2,0,2.38,1,1,3.0,0
U00780,1,0.0,9,2,2.43,1,1,2.0,1
U00781,1,0.0,3,2,3.6,1,1,2.0,2
U00782,1,0.0,4,0,2.61,1,1,3.0,0
U00783,2,57.32,3,0,3.88,2,2,2.5,0
U00784,2,299.57,3,1,4.21,2,2,1.0,2
U00785,1,0.0,5,2,4.66,1,1,2.0,1
U00786,13,1193.7,6,0,3.2807692307692307,8,13,2.3076923076923075,3
U00787,9,510.16999999999996,9,1,3.12,6,9,1.6666666666666667,3
U00788,2,0.0,5,1,1.935,2,2,1.5,2
U00789,2,37.89,3,0,2.475,2,2,2.0,0
U00790,2,347.48999999999995,7,0,2.56,2,2,3.0,0
U00791,2,89.59,0,2,3.305,2,2,2.0,2
U00792,1,346.71,10,0,1.23,1,1,3.0,0
U00793,4,212.39,5,0,3.45,3,4,2.25,0
U00794,2,0.0,0,0,2.58,2,2,2.0,0
U00795,3,285.05,1,1,2.9466666666666668,3,3,1.0,2
U00796,2,212.39,5,0,2.215,2,2,2.0,0
U00797,3,0.0,4,2,3.4499999999999997,3,3,2.3333333333333335,2
U00798,1,0.0,4,0,1.52,1,1,3.0,0
U00799,2,0.0,3,1,2.925,2,2,1.0,2
U00800,2,415.51,0,2,3.92,2,2,2.0,2
U00801,2,415.51,0,2,3.92,2,2,2.0,2
U00802,2,119.04,1,0,2.95,2,2,2.5,0
U00803,3,276.37,1,0,2.9633333333333334,3,3,2.6666666666666665,0
U00804,2,89.59,0,1,1.98,2,2,1.5,2
U00805,1,0.0,8,2,4.11,1,1,2.0,1
U00806,1,0.0,3,1,3.65,1,1,1.0,2
U00807,1,342.61,10,2,4.84,1,1,2.0,1
U00808,1,0.0,0,1,3.64,1,1,1.0,2
U00809,1,490.9,0,1,4.55,1,1,1.0,2
U00810,1,276.37,4,0,2.72,1,1,3.0,0
U00811,3,487.92,11,1,3.0533333333333332,2,3,1.6666666666666667,1
U00812,3,285.05,4,1,3.64,2,3,1.6666666666666667,2
U00813,4,0.0,1,2,3.815,4,4,2.0,2
U00814,1,0.0,8,0,2.01,1,1,3.0,0
U00815,2,415.51,0,2,3.92,2,2,2.0,2
U00816,3,89.59,0,2,2.106666666666667,3,3,2.0,2
U00817,1,0.0,11,1,3.32,1,1,1.0,1
U00818,1,0.0,8,0,4.79,1,1,3.0,0
U00819,14,1143.41,2,0,3.027857142857143,9,14,2.0,3
U00820,3,487.92,1,0,3.126666666666667,3,3,2.0,0
U00821,13,1597.3,0,1,2.9061538461538463,11,13,1.6923076923076923,3
U00822,1,0.0,9,2,2.43,1,1,2.0,1
U00823,1,212.39,5,0,3.15,1,1,3.0,0
U00824,1,0.0,6,2,4.1,1,1,2.0,1
U00825,3,487.92,1,0,3.703333333333333,3,3,2.6666666666666665,0
U00826,1,53.86,6,1,2.47,1,1,1.0,1
U00827,2,0.0,6,2,4.41,2,2,2.0,1
U00828,3,592.85,0,2,3.9066666666666663,3,3,2.3333333333333335,2
U00829,16,1338.31,2,1,3.054375,8,16,1.75,3
U00830,1,326.02,1,2,2.69,1,1,2.0,2
U00831,2,0.0,4,0,3.16,2,2,2.0,0
U00832,1,0.0,9,1,3.85,1,1,1.0,1
U00833,3,0.0,7,0,2.0066666666666664,3,3,2.3333333333333335,0
U00834,1,0.0,11,1,2.2,1,1,1.0,1
U00835,1,0.0,3,2,3.02,1,1,2.0,2
U00836,15,931.7,5,1,2.886,9,15,1.7333333333333334,3
U00837,4,285.05,9,1,2.5175,3,4,1.5,1
U00838,12,1027.19,3,0,2.8408333333333338,8,12,2.0833333333333335,3
U00839,1,0.0,2,1,4.94,1,1,1.0,2
U00840,3,394.26,2,2,2.4533333333333336,3,3,1.6666666666666667,2
U00841,1,0.0,2,2,1.91,1,1,2.0,2
U00842,2,89.59,0,1,2.7800000000000002,2,2,1.5,2
U00843,1,276.37,4,0,2.72,1,1,3.0,0
U00844,1,0.0,8,2,4.72,1,1,2.0,1
U00845,1,53.86,6,1,2.47,1,1,1.0,1
U00846,1,57.32,11,0,4.74,1,1,3.0,0
U00847,1,0.0,5,2,4.66,1,1,2.0,1
U00848,4,415.51,0,2,3.7825,3,4,2.0,2
U00849,2,248.1,0,1,2.42,1,2,1.0,2
U00850,15,897.95,10,0,3.0846666666666662,9,15,2.4,3
U00851,1,0.0,7,2,4.73,1,1,2.0,1
U00852,13,1579.1399999999999,0,2,3.4723076923076923,8,13,2.0,3
U00853,2,0.0,7,2,2.92,2,2,2.0,1
U00854,2,299.57,3,0,3.3600000000000003,2,2,2.0,0
U00855,1,0.0,9,1,1.28,1,1,1.0,1
U00856,1,0.0,5,1,2.14,1,1,1.0,1
U00857,1,0.0,11,1,3.32,1,1,1.0,1
U00858,15,396.47,7,1,3.258666666666667,8,15,1.8,3
U00859,1,0.0,3,2,3.02,1,1,2.0,2
U00860,1,490.9,0,1,4.55,1,1,1.0,2
U00861,1,0.0,7,2,1.73,1,1,2.0,1
U00862,1,487.92,1,0,3.64,1,1,3.0,0
U00863,1,0.0,9,1,2.88,1,1,1.0,1
U00864,1,0.0,1,0,2.0,1,1,3.0,0
U00865,1,285.05,1,1,1.96,1,1,1.0,2
U00866,1,0.0,7,2,4.73,1,1,2.0,1
U00867,1,0.0,4,0,2.61,1,1,3.0,0
U00868,1,0.0,5,1,2.14,1,1,1.0,1
U00869,1,0.0,8,0,2.01,1,1,3.0,0
U00870,15,966.14,8,0,3.4386666666666668,10,15,2.1333333333333333,3
U00871,2,0.0,2,0,2.0549999999999997,2,2,2.5,0
U00872,1,0.0,11,1,3.32,1,1,1.0,1
U00873,1,0.0,4,0,4.45,1,1,3.0,0
U00874,12,2175.74,1,0,3.276666666666667,10,12,2.0,3
U00875,1,57.32,11,0,4.74,1,1,3.0,0
U00876,14,2352.5,0,2,3.662857142857143,11,14,2.142857142857143,3
U00877,1,490.9,0,1,4.55,1,1,1.0,2
U00878,1,177.34,5,0,3.89,1,1,3.0,0
U00879,3,389.15999999999997,0,2,3.5100000000000002,3,3,1.6666666666666667,2
U00880,1,177.34,5,0,3.89,1,1,3.0,0
U00881,16,2703.36,0,2,3.0825,10,16,1.8125,3
U00882,1,0.0,5,1,2.14,1,1,1.0,1
U00883,3,472.28,4,1,3.83,3,3,1.6666666666666667,2
U00884,1,487.92,1,0,3.64,1,1,3.0,0
U00885,1,117.68,3,0,2.57,1,1,3.0,0
U00886,2,0.0,7,1,1.505,2,2,1.5,1
U00887,1,0.0,5,1,2.14,1,1,1.0,1
U00888,4,491.67999999999995,7,0,3.525,3,4,2.0,0
U00889,1,0.0,3,2,3.02,1,1,2.0,2
U00890,2,299.57,3,1,2.5100000000000002,2,2,1.0,2
U00891,2,0.0,3,0,4.195,2,2,2.5,0
U00892,4,0.0,2,2,4.0375,4,4,2.0,2
U00893,12,1271.25,1,0,2.859166666666667,9,12,2.0833333333333335,3
U00894,3,511.94,2,2,2.86,3,3,2.3333333333333335,2
U00895,4,548.22,8,0,4.0225,3,4,2.5,0
U00896,4,118.46000000000001,2,0,3.3525,4,4,2.5,0
U00897,1,177.34,5,0,3.89,1,1,3.0,0
U00898,12,663.22,7,1,2.9808333333333334,8,12,1.75,3
U00899,1,0.0,8,0,2.01,1,1,3.0,0
U00900,2,119.04,2,2,3.34,2,2,2.0,2
U00901,1,0.0,2,2,3.93,1,1,2.0,2
U00902,2,248.1,0,1,1.7000000000000002,2,2,1.0,2
U00903,13,1238.72,1,0,2.9415384615384617,9,13,2.1538461538461537,3
U00904,1,0.0,5,1,2.14,1,1,1.0,1
U00905,1,0.0,4,0,4.45,1,1,3.0,0
U00906,1,299.57,3,1,3.74,1,1,1.0,2
U00907,12,2048.18,1,1,3.2266666666666666,8,12,1.75,3
U00908,1,0.0,2,2,3.93,1,1,2.0,2
U00909,1,0.0,9,1,2.88,1,1,1.0,1
U00910,3,367.14,0,1,2.0500000000000003,3,3,1.3333333333333333,2
U00911,10,996.65,1,1,3.318,7,10,1.9,3
U00912,1,0.0,2,2,1.91,1,1,2.0,2
U00913,1,57.32,11,0,4.74,1,1,3.0,0
U00914,1,0.0,8,2,4.11,1,1,2.0,1
U00915,13,1343.61,0,1,3.1823076923076923,8,13,1.6153846153846154,3
U00916,1,0.0,3,2,3.02,1,1,2.0,2
U00917,15,1319.9099999999999,1,0,3.098,11,15,2.2666666666666666,3
U00918,1,299.57,3,1,3.74,1,1,1.0,2
U00919,14,1415.33,1,0,2.8007142857142857,8,14,2.0,3
U00920,1,0.0,6,2,4.1,1,1,2.0,1
U00921,1,487.92,1,0,3.64,1,1,3.0,0
U00922,2,0.0,4,0,1.4,2,2,2.0,0
U00923,3,511.94,2,0,1.6833333333333333,3,3,2.0,0
U00924,1,0.0,2,0,2.38,1,1,3.0,0
U00925,2,490.9,0,1,4.605,2,2,1.5,2
